code,name,year,traffic-flow
E10000015,hertfordshire,2000,6680
E06000032,luton,2000,476
E10000020,norfolk,2000,4638
E06000031,peterborough,2000,1013
E06000033,southend-on-sea,2000,400
E10000029,suffolk,2000,3474
E06000034,thurrock,2000,949
E09000002,barking and dagenham,2000,353
E09000003,barnet,2000,1022
E09000004,bexley,2000,605
E09000005,brent,2000,616
E09000006,bromley,2000,835
E09000007,camden,2000,381
E09000001,city of london,2000,132
E09000008,croydon,2000,850
E09000009,ealing,2000,865
E09000010,enfield,2000,987
E09000011,greenwich,2000,706
E09000012,hackney,2000,346
E09000013,hammersmith and fulham,2000,367
E09000014,haringey,2000,389
E09000015,harrow,2000,395
E09000016,havering,2000,949
E09000017,hillingdon,2000,1436
E09000018,hounslow,2000,1057
E09000019,islington,2000,301
E09000020,kensington and chelsea,2000,366
E09000021,kingston upon thames,2000,643
E09000022,lambeth,2000,578
E09000023,lewisham,2000,550
E09000024,merton,2000,428
E09000025,newham,2000,565
E09000026,redbridge,2000,649
E09000027,richmond upon thames,2000,568
E09000028,southwark,2000,544
E09000029,sutton,2000,454
E09000030,tower hamlets,2000,593
E09000031,waltham forest,2000,467
E09000032,wandsworth,2000,632
E09000033,westminster,2000,664
E06000036,bracknell forest,2000,439
E06000043,brighton and hove,2000,829
E06000060,buckinghamshire,2000,3830
E10000011,east sussex,2000,2481
E10000014,hampshire,2000,8695
E06000046,isle of wight,2000,378
E10000016,kent,2000,8303
E06000035,medway,2000,775
E06000042,milton keynes,2000,1438
E10000025,oxfordshire,2000,4412
E06000044,portsmouth,2000,743
E06000038,reading,2000,403
E06000039,slough,2000,559
E06000045,southampton,2000,681
E10000030,surrey,2000,8348
E06000037,west berkshire,2000,1730
E10000032,west sussex,2000,4489
E06000040,windsor and maidenhead,2000,1126
E06000041,wokingham,2000,1019
E06000022,bath and north east somerset,2000,666
E06000023,bristol,2000,1317
E06000052,cornwall,2000,2495
E10000008,devon,2000,4290
E10000013,gloucestershire,2000,3473
E06000053,isles of scilly,2000,2
E06000024,north somerset,2000,1232
E06000026,plymouth,2000,795
E10000027,somerset,2000,3380
E06000025,south gloucestershire,2000,2051
E06000030,swindon,2000,1020
E06000027,torbay,2000,378
E06000054,wiltshire,2000,3081
S12000033,aberdeen city,2000,811
S12000034,aberdeenshire,2000,1520
S12000041,angus,2000,587
S12000035,argyll & bute,2000,491
S12000005,clackmannanshire,2000,168
S12000006,dumfries and galloway,2000,1120
S12000042,dundee city,2000,505
S12000008,east ayrshire,2000,562
S12000045,east dunbartonshire,2000,317
S12000010,east lothian,2000,466
S12000011,east renfrewshire,2000,363
S12000036,edinburgh,2000,1704
S12000013,eilean siar,2000,108
S12000014,falkirk,2000,810
S12000047,fife,2000,1554
S12000049,glasgow city,2000,1904
S12000017,highland,2000,1410
S12000018,inverclyde,2000,315
S12000019,midlothian,2000,371
S12000020,moray,2000,398
S12000021,north ayrshire,2000,423
S12000050,north lanarkshire,2000,1745
S12000023,orkney islands,2000,76
S12000048,perth and kinross,2000,1289
S12000038,renfrewshire,2000,800
S12000026,scottish borders,2000,671
S12000027,shetland islands,2000,110
S12000028,south ayrshire,2000,537
S12000029,south lanarkshire,2000,1294
S12000030,stirling,2000,678
S12000039,west dunbartonshire,2000,360
S12000040,west lothian,2000,964
W06000019,blaenau gwent,2000,218
W06000013,bridgend,2000,700
W06000018,caerphilly,2000,647
W06000015,cardiff,2000,1682
W06000010,carmarthenshire,2000,1014
W06000008,ceredigion,2000,403
W06000003,conwy,2000,605
W06000004,denbighshire,2000,472
W06000005,flintshire,2000,947
W06000002,gwynedd,2000,699
W06000001,isle of anglesey,2000,308
W06000024,merthyr tydfil,2000,209
W06000021,monmouthshire,2000,758
W06000012,neath port talbot,2000,686
W06000022,newport,2000,1036
W06000009,pembrokeshire,2000,602
W06000023,powys,2000,823
W06000016,rhondda cynon taf,2000,1140
W06000011,swansea,2000,934
W06000014,the vale of glamorgan,2000,614
W06000020,torfaen,2000,337
W06000006,wrexham,2000,538
E06000047,county durham,2001,2252
E06000005,darlington,2001,493
E06000001,hartlepool,2001,383
E06000002,middlesbrough,2001,756
E06000057,northumberland,2001,1537
E06000003,redcar and cleveland,2001,547
E06000004,stockton-on-tees,2001,895
E08000037,gateshead,2001,1119
E08000021,newcastle upon tyne,2001,1111
E08000022,north tyneside,2001,785
E08000023,south tyneside,2001,463
E08000024,sunderland,2001,1065
E06000008,blackburn with darwen,2001,415
E06000009,blackpool,2001,355
E10000006,cumbria,2001,3243
E06000006,halton,2001,582
E10000017,lancashire,2001,6432
E06000007,warrington,2001,1506
E08000001,bolton,2001,1256
E08000002,bury,2001,921
E08000003,manchester,2001,1670
E08000004,oldham,2001,643
E08000005,rochdale,2001,1028
E08000006,salford,2001,1408
E08000007,stockport,2001,1146
E08000008,tameside,2001,674
E08000009,trafford,2001,946
E08000010,wigan,2001,1157
E08000011,knowsley,2001,785
E08000012,liverpool,2001,1326
E08000014,sefton,2001,694
E08000013,st. helens,2001,759
E08000015,wirral,2001,985
E06000011,east riding of yorkshire,2001,1874
E06000010,kingston upon hull,2001,715
E06000012,north east lincolnshire,2001,567
E06000013,north lincolnshire,2001,918
E10000023,north yorkshire,2001,4486
E06000014,york,2001,734
E08000016,barnsley,2001,1097
E08000017,doncaster,2001,1699
E08000018,rotherham,2001,1364
E08000019,sheffield,2001,1628
E08000032,bradford,2001,1449
E08000033,calderdale,2001,906
E08000034,kirklees,2001,1575
E08000035,leeds,2001,3682
E08000036,wakefield,2001,1573
E06000015,derby,2001,995
E10000007,derbyshire,2001,4389
E06000016,leicester,2001,859
E10000018,leicestershire,2001,4305
E10000019,lincolnshire,2001,3284
E06000018,nottingham,2001,939
E10000024,nottinghamshire,2001,3878
E06000017,rutland,2001,330
E06000019,herefordshire,2001,1038
E06000051,shropshire,2001,1757
E10000028,staffordshire,2001,5179
E06000021,stoke-on-trent,2001,826
E06000020,telford and wrekin,2001,791
E10000031,warwickshire,2001,5102
E10000034,worcestershire,2001,3930
E08000025,birmingham,2001,3643
E08000026,coventry,2001,1090
E08000027,dudley,2001,1057
E08000028,sandwell,2001,1193
E08000029,solihull,2001,1309
E08000030,walsall,2001,926
E08000031,wolverhampton,2001,726
E10000003,cambridgeshire,2001,4195
E10000012,essex,2001,8050
E10000015,hertfordshire,2001,6819
E06000032,luton,2001,478
E10000020,norfolk,2001,4714
E06000031,peterborough,2001,1022
E06000033,southend-on-sea,2001,399
E10000029,suffolk,2001,3527
E06000034,thurrock,2001,959
E09000002,barking and dagenham,2001,355
E09000003,barnet,2001,1035
E09000004,bexley,2001,620
E09000005,brent,2001,614
E09000006,bromley,2001,859
E09000007,camden,2001,376
E09000001,city of london,2001,127
E09000008,croydon,2001,863
E09000009,ealing,2001,870
E09000010,enfield,2001,957
E09000011,greenwich,2001,716
E09000012,hackney,2001,346
E09000013,hammersmith and fulham,2001,373
E09000014,haringey,2001,385
E09000015,harrow,2001,402
E09000016,havering,2001,952
E09000017,hillingdon,2001,1422
E09000018,hounslow,2001,1050
E09000019,islington,2001,298
E09000020,kensington and chelsea,2001,363
E09000021,kingston upon thames,2001,636
E09000022,lambeth,2001,576
E09000023,lewisham,2001,551
E09000024,merton,2001,435
E09000025,newham,2001,556
E09000026,redbridge,2001,663
E09000027,richmond upon thames,2001,572
E09000028,southwark,2001,547
E09000029,sutton,2001,462
E09000030,tower hamlets,2001,590
E09000031,waltham forest,2001,486
E09000032,wandsworth,2001,633
E09000033,westminster,2001,643
E06000036,bracknell forest,2001,446
E06000043,brighton and hove,2001,834
E06000060,buckinghamshire,2001,3825
E10000011,east sussex,2001,2513
E10000014,hampshire,2001,8859
E06000046,isle of wight,2001,382
E10000016,kent,2001,8452
E06000035,medway,2001,779
E06000042,milton keynes,2001,1463
E10000025,oxfordshire,2001,4426
E06000044,portsmouth,2001,746
E06000038,reading,2001,403
E06000039,slough,2001,532
E06000045,southampton,2001,676
E10000030,surrey,2001,8497
E06000037,west berkshire,2001,1768
E10000032,west sussex,2001,4513
E06000040,windsor and maidenhead,2001,1134
E06000041,wokingham,2001,1030
E06000022,bath and north east somerset,2001,676
E06000023,bristol,2001,1337
E06000052,cornwall,2001,2586
E10000008,devon,2001,4405
E10000013,gloucestershire,2001,3543
E06000053,isles of scilly,2001,2
E06000024,north somerset,2001,1297
E06000026,plymouth,2001,799
E10000027,somerset,2001,3501
E06000025,south gloucestershire,2001,2105
E06000030,swindon,2001,1020
E06000027,torbay,2001,386
E06000054,wiltshire,2001,3158
S12000033,aberdeen city,2001,803
S12000034,aberdeenshire,2001,1535
S12000041,angus,2001,568
S12000035,argyll & bute,2001,494
S12000005,clackmannanshire,2001,169
S12000006,dumfries and galloway,2001,1129
S12000042,dundee city,2001,505
S12000008,east ayrshire,2001,579
S12000045,east dunbartonshire,2001,319
S12000010,east lothian,2001,476
S12000011,east renfrewshire,2001,367
S12000036,edinburgh,2001,1740
S12000013,eilean siar,2001,109
S12000014,falkirk,2001,824
S12000047,fife,2001,1587
S12000049,glasgow city,2001,1929
S12000017,highland,2001,1444
S12000018,inverclyde,2001,321
S12000019,midlothian,2001,375
S12000020,moray,2001,407
S12000021,north ayrshire,2001,417
S12000050,north lanarkshire,2001,1761
S12000023,orkney islands,2001,77
S12000048,perth and kinross,2001,1333
S12000038,renfrewshire,2001,816
S12000026,scottish borders,2001,668
S12000027,shetland islands,2001,111
S12000028,south ayrshire,2001,553
S12000029,south lanarkshire,2001,1308
S12000030,stirling,2001,691
S12000039,west dunbartonshire,2001,362
S12000040,west lothian,2001,971
W06000019,blaenau gwent,2001,219
W06000013,bridgend,2001,712
W06000018,caerphilly,2001,642
W06000015,cardiff,2001,1718
W06000010,carmarthenshire,2001,1004
W06000008,ceredigion,2001,409
W06000003,conwy,2001,614
W06000004,denbighshire,2001,479
W06000005,flintshire,2001,944
W06000002,gwynedd,2001,708
W06000001,isle of anglesey,2001,349
W06000024,merthyr tydfil,2001,206
W06000021,monmouthshire,2001,759
W06000012,neath port talbot,2001,708
W06000022,newport,2001,1057
W06000009,pembrokeshire,2001,595
W06000023,powys,2001,822
W06000016,rhondda cynon taf,2001,1152
W06000011,swansea,2001,946
W06000014,the vale of glamorgan,2001,604
W06000020,torfaen,2001,340
W06000006,wrexham,2001,542
E06000047,county durham,2002,2302
E06000005,darlington,2002,508
E06000001,hartlepool,2002,389
E06000002,middlesbrough,2002,757
E06000057,northumberland,2002,1558
E06000003,redcar and cleveland,2002,552
E06000004,stockton-on-tees,2002,906
E08000037,gateshead,2002,1135
E08000021,newcastle upon tyne,2002,1120
E08000022,north tyneside,2002,796
E08000023,south tyneside,2002,469
E08000024,sunderland,2002,1089
E06000008,blackburn with darwen,2002,423
E06000009,blackpool,2002,358
E10000006,cumbria,2002,3334
E06000006,halton,2002,591
E10000017,lancashire,2002,6603
E06000007,warrington,2002,1493
E08000001,bolton,2002,1282
E08000002,bury,2002,990
E08000003,manchester,2002,1694
E08000004,oldham,2002,664
E08000005,rochdale,2002,1043
E08000006,salford,2002,1437
E08000007,stockport,2002,1153
E08000008,tameside,2002,705
E08000009,trafford,2002,960
E08000010,wigan,2002,1193
E08000011,knowsley,2002,806
E08000012,liverpool,2002,1358
E08000014,sefton,2002,705
E08000013,st. helens,2002,771
E08000015,wirral,2002,1026
E06000011,east riding of yorkshire,2002,1949
E06000010,kingston upon hull,2002,730
E06000012,north east lincolnshire,2002,589
E06000013,north lincolnshire,2002,964
E10000023,north yorkshire,2002,4653
E06000014,york,2002,740
E08000016,barnsley,2002,1135
E08000017,doncaster,2002,1781
E08000018,rotherham,2002,1390
E08000019,sheffield,2002,1658
E08000032,bradford,2002,1485
E08000033,calderdale,2002,922
E08000034,kirklees,2002,1595
E08000035,leeds,2002,3774
E08000036,wakefield,2002,1577
E06000015,derby,2002,1024
E10000007,derbyshire,2002,4453
E06000016,leicester,2002,874
E10000018,leicestershire,2002,4452
E10000019,lincolnshire,2002,3415
E06000018,nottingham,2002,957
E10000024,nottinghamshire,2002,3995
E06000017,rutland,2002,352
E06000019,herefordshire,2002,1083
E06000051,shropshire,2002,1806
E10000028,staffordshire,2002,5273
E06000021,stoke-on-trent,2002,842
E06000020,telford and wrekin,2002,817
E10000031,warwickshire,2002,5154
E10000034,worcestershire,2002,4091
E08000025,birmingham,2002,3700
E08000026,coventry,2002,1123
E08000027,dudley,2002,1081
E08000028,sandwell,2002,1224
E08000029,solihull,2002,1394
E08000030,walsall,2002,928
E08000031,wolverhampton,2002,742
E10000003,cambridgeshire,2002,4245
E10000012,essex,2002,8124
E10000015,hertfordshire,2002,6963
E06000032,luton,2002,500
E10000020,norfolk,2002,4850
E06000031,peterborough,2002,1047
E06000033,southend-on-sea,2002,410
E10000029,suffolk,2002,3604
E06000034,thurrock,2002,996
E09000002,barking and dagenham,2002,357
E09000003,barnet,2002,1038
E09000004,bexley,2002,619
E09000005,brent,2002,633
E09000006,bromley,2002,865
E09000007,camden,2002,371
E09000001,city of london,2002,122
E09000008,croydon,2002,869
E09000009,ealing,2002,875
E09000010,enfield,2002,971
E09000011,greenwich,2002,732
E09000012,hackney,2002,350
E09000013,hammersmith and fulham,2002,375
E09000014,haringey,2002,384
E09000015,harrow,2002,423
E09000016,havering,2002,974
E09000017,hillingdon,2002,1452
E09000018,hounslow,2002,1056
E09000019,islington,2002,296
E09000020,kensington and chelsea,2002,361
E09000021,kingston upon thames,2002,633
E09000022,lambeth,2002,566
E09000023,lewisham,2002,550
E09000024,merton,2002,433
E09000025,newham,2002,547
E09000026,redbridge,2002,657
E09000027,richmond upon thames,2002,576
E09000028,southwark,2002,541
E09000029,sutton,2002,469
E09000030,tower hamlets,2002,594
E09000031,waltham forest,2002,477
E09000032,wandsworth,2002,620
E09000033,westminster,2002,628
E06000036,bracknell forest,2002,452
E06000043,brighton and hove,2002,846
E06000060,buckinghamshire,2002,3828
E10000011,east sussex,2002,2534
E10000014,hampshire,2002,9072
E06000046,isle of wight,2002,397
E10000016,kent,2002,8654
E06000035,medway,2002,795
E06000042,milton keynes,2002,1455
E10000025,oxfordshire,2002,4565
E06000044,portsmouth,2002,761
E06000038,reading,2002,409
E06000039,slough,2002,533
E06000045,southampton,2002,691
E10000030,surrey,2002,8534
E06000037,west berkshire,2002,1805
E10000032,west sussex,2002,4509
E06000040,windsor and maidenhead,2002,1158
E06000041,wokingham,2002,1052
E06000022,bath and north east somerset,2002,694
E06000023,bristol,2002,1378
E06000052,cornwall,2002,2711
E10000008,devon,2002,4570
E10000013,gloucestershire,2002,3624
E06000053,isles of scilly,2002,2
E06000024,north somerset,2002,1316
E06000026,plymouth,2002,850
E10000027,somerset,2002,3612
E06000025,south gloucestershire,2002,2198
E06000030,swindon,2002,1065
E06000027,torbay,2002,411
E06000054,wiltshire,2002,3251
S12000033,aberdeen city,2002,819
S12000034,aberdeenshire,2002,1625
S12000041,angus,2002,604
S12000035,argyll & bute,2002,534
S12000005,clackmannanshire,2002,171
S12000006,dumfries and galloway,2002,1190
S12000042,dundee city,2002,524
S12000008,east ayrshire,2002,595
S12000045,east dunbartonshire,2002,328
S12000010,east lothian,2002,486
S12000011,east renfrewshire,2002,377
S12000036,edinburgh,2002,1784
S12000013,eilean siar,2002,110
S12000014,falkirk,2002,852
S12000047,fife,2002,1674
S12000049,glasgow city,2002,1986
S12000017,highland,2002,1512
S12000018,inverclyde,2002,319
S12000019,midlothian,2002,377
S12000020,moray,2002,433
S12000021,north ayrshire,2002,432
S12000050,north lanarkshire,2002,1796
S12000023,orkney islands,2002,79
S12000048,perth and kinross,2002,1385
S12000038,renfrewshire,2002,835
S12000026,scottish borders,2002,701
S12000027,shetland islands,2002,118
S12000028,south ayrshire,2002,582
S12000029,south lanarkshire,2002,1362
S12000030,stirling,2002,701
S12000039,west dunbartonshire,2002,372
S12000040,west lothian,2002,994
W06000019,blaenau gwent,2002,222
W06000013,bridgend,2002,739
W06000018,caerphilly,2002,660
W06000015,cardiff,2002,1743
W06000010,carmarthenshire,2002,1060
W06000008,ceredigion,2002,426
W06000003,conwy,2002,653
W06000004,denbighshire,2002,487
W06000005,flintshire,2002,972
W06000002,gwynedd,2002,733
W06000001,isle of anglesey,2002,349
W06000024,merthyr tydfil,2002,217
W06000021,monmouthshire,2002,781
W06000012,neath port talbot,2002,726
W06000022,newport,2002,1083
W06000009,pembrokeshire,2002,615
W06000023,powys,2002,869
W06000016,rhondda cynon taf,2002,1188
W06000011,swansea,2002,989
W06000014,the vale of glamorgan,2002,618
W06000020,torfaen,2002,344
W06000006,wrexham,2002,563
E06000047,county durham,2003,2319
E06000005,darlington,2003,505
E06000001,hartlepool,2003,390
E06000002,middlesbrough,2003,751
E06000057,northumberland,2003,1567
E06000003,redcar and cleveland,2003,553
E06000004,stockton-on-tees,2003,901
E08000037,gateshead,2003,1125
E08000021,newcastle upon tyne,2003,1107
E08000022,north tyneside,2003,782
E08000023,south tyneside,2003,471
E08000024,sunderland,2003,1084
E06000008,blackburn with darwen,2003,423
E06000009,blackpool,2003,352
E10000006,cumbria,2003,3359
E06000006,halton,2003,612
E10000017,lancashire,2003,6572
E06000007,warrington,2003,1511
E08000001,bolton,2003,1283
E08000002,bury,2003,982
E08000003,manchester,2003,1701
E08000004,oldham,2003,660
E08000005,rochdale,2003,1044
E08000006,salford,2003,1442
E08000007,stockport,2003,1164
E08000008,tameside,2003,706
E08000009,trafford,2003,966
E08000010,wigan,2003,1184
E08000011,knowsley,2003,799
E08000012,liverpool,2003,1355
E08000014,sefton,2003,687
E08000013,st. helens,2003,786
E08000015,wirral,2003,1020
E06000011,east riding of yorkshire,2003,1976
E06000010,kingston upon hull,2003,727
E06000012,north east lincolnshire,2003,591
E06000013,north lincolnshire,2003,982
E10000023,north yorkshire,2003,4676
E06000014,york,2003,759
E08000016,barnsley,2003,1139
E08000017,doncaster,2003,1791
E08000018,rotherham,2003,1396
E08000019,sheffield,2003,1670
E08000032,bradford,2003,1484
E08000033,calderdale,2003,914
E08000034,kirklees,2003,1561
E08000035,leeds,2003,3817
E08000036,wakefield,2003,1602
E06000015,derby,2003,1031
E10000007,derbyshire,2003,4577
E06000016,leicester,2003,887
E10000018,leicestershire,2003,4477
E10000019,lincolnshire,2003,3475
E06000018,nottingham,2003,963
E10000024,nottinghamshire,2003,4100
E06000017,rutland,2003,354
E06000019,herefordshire,2003,1096
E06000051,shropshire,2003,1826
E10000028,staffordshire,2003,5330
E06000021,stoke-on-trent,2003,844
E06000020,telford and wrekin,2003,810
E10000031,warwickshire,2003,5138
E10000034,worcestershire,2003,3994
E08000025,birmingham,2003,3701
E08000026,coventry,2003,1118
E08000027,dudley,2003,1094
E08000028,sandwell,2003,1228
E08000029,solihull,2003,1364
E08000030,walsall,2003,934
E08000031,wolverhampton,2003,746
E10000003,cambridgeshire,2003,4310
E10000012,essex,2003,8171
E10000015,hertfordshire,2003,6923
E06000032,luton,2003,500
E10000020,norfolk,2003,4878
E06000031,peterborough,2003,1060
E06000033,southend-on-sea,2003,406
E10000029,suffolk,2003,3650
E06000034,thurrock,2003,959
E09000002,barking and dagenham,2003,360
E09000003,barnet,2003,1053
E09000004,bexley,2003,632
E09000005,brent,2003,641
E09000006,bromley,2003,880
E09000007,camden,2003,370
E09000001,city of london,2003,120
E09000008,croydon,2003,879
E09000009,ealing,2003,884
E09000010,enfield,2003,1009
E09000011,greenwich,2003,746
E09000012,hackney,2003,344
E09000013,hammersmith and fulham,2003,374
E09000014,haringey,2003,387
E09000015,harrow,2003,421
E09000016,havering,2003,924
E09000017,hillingdon,2003,1442
E09000018,hounslow,2003,1056
E09000019,islington,2003,297
E09000020,kensington and chelsea,2003,355
E09000021,kingston upon thames,2003,642
E09000022,lambeth,2003,555
E09000023,lewisham,2003,547
E09000024,merton,2003,429
E09000025,newham,2003,551
E09000026,redbridge,2003,653
E09000027,richmond upon thames,2003,577
E09000028,southwark,2003,531
E09000029,sutton,2003,472
E09000030,tower hamlets,2003,602
E09000031,waltham forest,2003,488
E09000032,wandsworth,2003,609
E09000033,westminster,2003,618
E06000036,bracknell forest,2003,451
E06000043,brighton and hove,2003,839
E06000060,buckinghamshire,2003,3796
E10000011,east sussex,2003,2586
E10000014,hampshire,2003,9058
E06000046,isle of wight,2003,403
E10000016,kent,2003,8697
E06000035,medway,2003,790
E06000042,milton keynes,2003,1442
E10000025,oxfordshire,2003,4471
E06000044,portsmouth,2003,761
E06000038,reading,2003,404
E06000039,slough,2003,530
E06000045,southampton,2003,682
E10000030,surrey,2003,8484
E06000037,west berkshire,2003,1781
E10000032,west sussex,2003,4545
E06000040,windsor and maidenhead,2003,1145
E06000041,wokingham,2003,1040
E06000022,bath and north east somerset,2003,704
E06000023,bristol,2003,1378
E06000052,cornwall,2003,2814
E10000008,devon,2003,4612
E10000013,gloucestershire,2003,3708
E06000053,isles of scilly,2003,2
E06000024,north somerset,2003,1349
E06000026,plymouth,2003,872
E10000027,somerset,2003,3666
E06000025,south gloucestershire,2003,2212
E06000030,swindon,2003,1084
E06000027,torbay,2003,412
E06000054,wiltshire,2003,3326
S12000033,aberdeen city,2003,831
S12000034,aberdeenshire,2003,1658
S12000041,angus,2003,607
S12000035,argyll & bute,2003,538
S12000005,clackmannanshire,2003,171
S12000006,dumfries and galloway,2003,1179
S12000042,dundee city,2003,524
S12000008,east ayrshire,2003,608
S12000045,east dunbartonshire,2003,331
S12000010,east lothian,2003,500
S12000011,east renfrewshire,2003,378
S12000036,edinburgh,2003,1801
S12000013,eilean siar,2003,114
S12000014,falkirk,2003,858
S12000047,fife,2003,1693
S12000049,glasgow city,2003,1989
S12000017,highland,2003,1529
S12000018,inverclyde,2003,321
S12000019,midlothian,2003,381
S12000020,moray,2003,434
S12000021,north ayrshire,2003,439
S12000050,north lanarkshire,2003,1801
S12000023,orkney islands,2003,78
S12000048,perth and kinross,2003,1377
S12000038,renfrewshire,2003,863
S12000026,scottish borders,2003,715
S12000027,shetland islands,2003,120
S12000028,south ayrshire,2003,598
S12000029,south lanarkshire,2003,1421
S12000030,stirling,2003,719
S12000039,west dunbartonshire,2003,373
S12000040,west lothian,2003,1018
W06000019,blaenau gwent,2003,221
W06000013,bridgend,2003,729
W06000018,caerphilly,2003,660
W06000015,cardiff,2003,1757
W06000010,carmarthenshire,2003,1072
W06000008,ceredigion,2003,442
W06000003,conwy,2003,664
W06000004,denbighshire,2003,506
W06000005,flintshire,2003,993
W06000002,gwynedd,2003,754
W06000001,isle of anglesey,2003,361
W06000024,merthyr tydfil,2003,215
W06000021,monmouthshire,2003,768
W06000012,neath port talbot,2003,745
W06000022,newport,2003,1096
W06000009,pembrokeshire,2003,626
W06000023,powys,2003,891
W06000016,rhondda cynon taf,2003,1169
W06000011,swansea,2003,999
W06000014,the vale of glamorgan,2003,621
W06000020,torfaen,2003,353
W06000006,wrexham,2003,569
E06000047,county durham,2004,2335
E06000005,darlington,2004,498
E06000001,hartlepool,2004,386
E06000002,middlesbrough,2004,751
E06000057,northumberland,2004,1612
E06000003,redcar and cleveland,2004,538
E06000004,stockton-on-tees,2004,870
E08000037,gateshead,2004,1110
E08000021,newcastle upon tyne,2004,1129
E08000022,north tyneside,2004,792
E08000023,south tyneside,2004,470
E08000024,sunderland,2004,1079
E06000008,blackburn with darwen,2004,432
E06000009,blackpool,2004,353
E10000006,cumbria,2004,3420
E06000006,halton,2004,612
E10000017,lancashire,2004,6735
E06000007,warrington,2004,1494
E08000001,bolton,2004,1290
E08000002,bury,2004,1016
E08000003,manchester,2004,1719
E08000004,oldham,2004,678
E08000005,rochdale,2004,1063
E08000006,salford,2004,1464
E08000007,stockport,2004,1185
E08000008,tameside,2004,736
E08000009,trafford,2004,975
E08000010,wigan,2004,1206
E08000011,knowsley,2004,815
E08000012,liverpool,2004,1350
E08000014,sefton,2004,702
E08000013,st. helens,2004,783
E08000015,wirral,2004,1027
E06000011,east riding of yorkshire,2004,2057
E06000010,kingston upon hull,2004,736
E06000012,north east lincolnshire,2004,588
E06000013,north lincolnshire,2004,1004
E10000023,north yorkshire,2004,4792
E06000014,york,2004,756
E08000016,barnsley,2004,1194
E08000017,doncaster,2004,1873
E08000018,rotherham,2004,1440
E08000019,sheffield,2004,1695
E08000032,bradford,2004,1486
E08000033,calderdale,2004,932
E08000034,kirklees,2004,1616
E08000035,leeds,2004,3894
E08000036,wakefield,2004,1627
E06000015,derby,2004,1042
E10000007,derbyshire,2004,4674
E06000016,leicester,2004,894
E10000018,leicestershire,2004,4580
E10000019,lincolnshire,2004,3511
E06000018,nottingham,2004,971
E10000024,nottinghamshire,2004,4218
E06000017,rutland,2004,350
E06000019,herefordshire,2004,1118
E06000051,shropshire,2004,1852
E10000028,staffordshire,2004,5495
E06000021,stoke-on-trent,2004,845
E06000020,telford and wrekin,2004,821
E10000031,warwickshire,2004,5351
E10000034,worcestershire,2004,4084
E08000025,birmingham,2004,3635
E08000026,coventry,2004,1132
E08000027,dudley,2004,1086
E08000028,sandwell,2004,1236
E08000029,solihull,2004,1402
E08000030,walsall,2004,930
E08000031,wolverhampton,2004,741
E10000003,cambridgeshire,2004,4389
E10000012,essex,2004,8407
E10000015,hertfordshire,2004,6871
E06000032,luton,2004,488
E10000020,norfolk,2004,4921
E06000031,peterborough,2004,1085
E06000033,southend-on-sea,2004,402
E10000029,suffolk,2004,3700
E06000034,thurrock,2004,986
E09000002,barking and dagenham,2004,360
E09000003,barnet,2004,1044
E09000004,bexley,2004,650
E09000005,brent,2004,644
E09000006,bromley,2004,887
E09000007,camden,2004,358
E09000001,city of london,2004,124
E09000008,croydon,2004,863
E09000009,ealing,2004,873
E09000010,enfield,2004,998
E09000011,greenwich,2004,769
E09000012,hackney,2004,334
E09000013,hammersmith and fulham,2004,375
E09000014,haringey,2004,377
E09000015,harrow,2004,419
E09000016,havering,2004,929
E09000017,hillingdon,2004,1444
E09000018,hounslow,2004,1078
E09000019,islington,2004,284
E09000020,kensington and chelsea,2004,351
E09000021,kingston upon thames,2004,642
E09000022,lambeth,2004,542
E09000023,lewisham,2004,531
E09000024,merton,2004,432
E09000025,newham,2004,558
E09000026,redbridge,2004,650
E09000027,richmond upon thames,2004,576
E09000028,southwark,2004,518
E09000029,sutton,2004,467
E09000030,tower hamlets,2004,593
E09000031,waltham forest,2004,467
E09000032,wandsworth,2004,597
E09000033,westminster,2004,630
E06000036,bracknell forest,2004,449
E06000043,brighton and hove,2004,828
E06000060,buckinghamshire,2004,3725
E10000011,east sussex,2004,2604
E10000014,hampshire,2004,9161
E06000046,isle of wight,2004,406
E10000016,kent,2004,8786
E06000035,medway,2004,804
E06000042,milton keynes,2004,1426
E10000025,oxfordshire,2004,4569
E06000044,portsmouth,2004,769
E06000038,reading,2004,394
E06000039,slough,2004,534
E06000045,southampton,2004,679
E10000030,surrey,2004,8545
E06000037,west berkshire,2004,1783
E10000032,west sussex,2004,4484
E06000040,windsor and maidenhead,2004,1157
E06000041,wokingham,2004,1036
E06000022,bath and north east somerset,2004,714
E06000023,bristol,2004,1399
E06000052,cornwall,2004,2833
E10000008,devon,2004,4753
E10000013,gloucestershire,2004,3792
E06000053,isles of scilly,2004,2
E06000024,north somerset,2004,1379
E06000026,plymouth,2004,881
E10000027,somerset,2004,3736
E06000025,south gloucestershire,2004,2263
E06000030,swindon,2004,1103
E06000027,torbay,2004,407
E06000054,wiltshire,2004,3329
S12000033,aberdeen city,2004,818
S12000034,aberdeenshire,2004,1613
S12000041,angus,2004,597
S12000035,argyll & bute,2004,539
S12000005,clackmannanshire,2004,171
S12000006,dumfries and galloway,2004,1186
S12000042,dundee city,2004,528
S12000008,east ayrshire,2004,611
S12000045,east dunbartonshire,2004,326
S12000010,east lothian,2004,509
S12000011,east renfrewshire,2004,377
S12000036,edinburgh,2004,1814
